"FIPS","FIPS_num","State","County","Year","Deaths","population","rate"
"AL055","01055","alabama","etowah",2017,24,103132,23.2711476554319
"AL055","01055","alabama","etowah",2018,13,102939,12.6288384382984
"AL055","01055","alabama","etowah",2019,11,102748,10.7058044925449
"AL055","01055","alabama","etowah",2020,14,102721,13.6291508065537
"AL055","01055","alabama","etowah",2021,20,103468,19.3296478138168
"AL055","01055","alabama","etowah",2022,17,103348,16.4492781669699
"AL055","01055","alabama","etowah",2023,34,103208,32.9431826990156
"AL057","01057",NA,NA,2005,0,NA,NA
"AL057","01057",NA,NA,2006,0,NA,NA
"AL057","01057",NA,NA,2007,0,NA,NA
"AL057","01057",NA,NA,2008,0,NA,NA
"AL057","01057",NA,NA,2009,0,NA,NA
"AL057","01057","alabama","fayette",2010,0,17472,0
"AL057","01057","alabama","fayette",2011,0,17361,0
"AL057","01057","alabama","fayette",2012,0,17219,0
"AL057","01057","alabama","fayette",2013,0,17110,0
"AL057","01057","alabama","fayette",2014,0,17019,0
"AL057","01057","alabama","fayette",2015,0,16896,0
"AL057","01057","alabama","fayette",2016,0,16783,0
"AL057","01057","alabama","fayette",2017,0,16657,0
"AL057","01057","alabama","fayette",2018,0,16585,0
"AL057","01057","alabama","fayette",2019,0,16494,0
"AL057","01057","alabama","fayette",2020,0,16406,0
"AL057","01057","alabama","fayette",2021,0,16365,0
"AL057","01057","alabama","fayette",2022,0,16297,0
"AL057","01057","alabama","fayette",2023,0,16173,0
"AL059","01059",NA,NA,2005,0,NA,NA
"AL059","01059",NA,NA,2006,0,NA,NA
"AL059","01059",NA,NA,2007,0,NA,NA
"AL059","01059",NA,NA,2008,0,NA,NA
"AL059","01059",NA,NA,2009,0,NA,NA
"AL059","01059","alabama","franklin",2010,0,31383,0
"AL059","01059","alabama","franklin",2011,0,31532,0
"AL059","01059","alabama","franklin",2012,0,31664,0
"AL059","01059","alabama","franklin",2013,0,31666,0
"AL059","01059","alabama","franklin",2014,0,31663,0
"AL059","01059","alabama","franklin",2015,0,31634,0
"AL059","01059","alabama","franklin",2016,0,31573,0
"AL059","01059","alabama","franklin",2017,0,31507,0
"AL059","01059","alabama","franklin",2018,0,31542,0
"AL059","01059","alabama","franklin",2019,0,31466,0
"AL059","01059","alabama","franklin",2020,0,31587,0
"AL059","01059","alabama","franklin",2021,0,32034,0
"AL059","01059","alabama","franklin",2022,0,32011,0
"AL059","01059","alabama","franklin",2023,0,31978,0
"AL061","01061",NA,NA,2005,0,NA,NA
"AL061","01061",NA,NA,2006,0,NA,NA
"AL061","01061",NA,NA,2007,0,NA,NA
"AL061","01061",NA,NA,2008,0,NA,NA
"AL061","01061",NA,NA,2009,0,NA,NA
"AL061","01061","alabama","geneva",2010,0,26541,0
"AL061","01061","alabama","geneva",2011,0,26646,0
"AL061","01061","alabama","geneva",2012,0,26769,0
"AL061","01061","alabama","geneva",2013,0,26791,0
"AL061","01061","alabama","geneva",2014,0,26816,0
"AL061","01061","alabama","geneva",2015,0,26815,0
"AL061","01061","alabama","geneva",2016,0,26765,0
"AL061","01061","alabama","geneva",2017,0,26572,0
"AL061","01061","alabama","geneva",2018,0,26491,0
"AL061","01061","alabama","geneva",2019,0,26417,0
"AL061","01061","alabama","geneva",2020,0,26383,0
"AL061","01061","alabama","geneva",2021,0,26604,0
"AL061","01061","alabama","geneva",2022,0,26647,0
"AL061","01061","alabama","geneva",2023,0,26726,0
"AL063","01063",NA,NA,2005,0,NA,NA
"AL063","01063",NA,NA,2006,0,NA,NA
"AL063","01063",NA,NA,2007,0,NA,NA
"AL063","01063",NA,NA,2008,0,NA,NA
"AL063","01063",NA,NA,2009,0,NA,NA
"AL063","01063","alabama","greene",2010,0,9255,0
"AL063","01063","alabama","greene",2011,0,9170,0
"AL063","01063","alabama","greene",2012,0,9067,0
"AL063","01063","alabama","greene",2013,0,8934,0
"AL063","01063","alabama","greene",2014,0,8798,0
"AL063","01063","alabama","greene",2015,0,8697,0
"AL063","01063","alabama","greene",2016,0,8587,0
"AL063","01063","alabama","greene",2017,0,8533,0
"AL063","01063","alabama","greene",2018,0,8426,0
"AL063","01063","alabama","greene",2019,0,8324,0
"AL063","01063","alabama","greene",2020,0,8221,0
"AL063","01063","alabama","greene",2021,0,7851,0
"AL063","01063","alabama","greene",2022,0,7706,0
"AL063","01063","alabama","greene",2023,0,7589,0
"AL065","01065",NA,NA,2005,0,NA,NA
"AL065","01065",NA,NA,2006,0,NA,NA
"AL065","01065",NA,NA,2007,0,NA,NA
"AL065","01065",NA,NA,2008,0,NA,NA
"AL065","01065",NA,NA,2009,0,NA,NA
"AL065","01065","alabama","hale",2010,0,16168,0
"AL065","01065","alabama","hale",2011,0,15972,0
"AL065","01065","alabama","hale",2012,0,15750,0
"AL065","01065","alabama","hale",2013,0,15594,0
"AL065","01065","alabama","hale",2014,0,15393,0
"AL065","01065","alabama","hale",2015,0,15256,0
"AL065","01065","alabama","hale",2016,0,15159,0
"AL065","01065","alabama","hale",2017,0,14995,0
"AL065","01065","alabama","hale",2018,0,14887,0
"AL065","01065","alabama","hale",2019,0,14809,0
"AL065","01065","alabama","hale",2020,0,14754,0
"AL065","01065","alabama","hale",2021,0,14819,0
"AL065","01065","alabama","hale",2022,0,14742,0
"AL065","01065","alabama","hale",2023,0,14749,0
"AL067","01067",NA,NA,2005,0,NA,NA
"AL067","01067",NA,NA,2006,0,NA,NA
"AL067","01067",NA,NA,2007,0,NA,NA
"AL067","01067",NA,NA,2008,0,NA,NA
"AL067","01067",NA,NA,2009,0,NA,NA
"AL067","01067","alabama","henry",2010,0,17148,0
"AL067","01067","alabama","henry",2011,0,17240,0
"AL067","01067","alabama","henry",2012,0,17275,0
"AL067","01067","alabama","henry",2013,0,17308,0
"AL067","01067","alabama","henry",2014,0,17270,0
"AL067","01067","alabama","henry",2015,0,17252,0
"AL067","01067","alabama","henry",2016,0,17187,0
"AL067","01067","alabama","henry",2017,0,17110,0
"AL067","01067","alabama","henry",2018,0,17124,0
"AL067","01067","alabama","henry",2019,0,17133,0
"AL067","01067","alabama","henry",2020,0,17123,0
"AL067","01067","alabama","henry",2021,0,17165,0
"AL067","01067","alabama","henry",2022,0,17282,0
"AL067","01067","alabama","henry",2023,0,17450,0
"AL069","01069","alabama","houston",2005,0,93101,0
"AL069","01069","alabama","houston",2006,0,95660,0
"AL069","01069","alabama","houston",2007,0,97171,0
"AL069","01069","alabama","houston",2008,0,98488,0
"AL069","01069","alabama","houston",2009,0,100085,0
"AL069","01069","alabama","houston",2010,0,99029,0
"AL069","01069","alabama","houston",2011,10,100310,9.96909580301067
"AL069","01069","alabama","houston",2012,0,101459,0
"AL069","01069","alabama","houston",2013,13,102326,12.7044934816176
"AL069","01069","alabama","houston",2014,11,103079,10.6714267697591
"AL069","01069","alabama","houston",2015,0,103534,0
"AL069","01069","alabama","houston",2016,0,103891,0
"AL069","01069","alabama","houston",2017,10,104108,9.60540976678065
"AL069","01069","alabama","houston",2018,11,104352,10.541245016866
"AL069","01069","alabama","houston",2019,0,104702,0
"AL069","01069","alabama","houston",2020,0,105319,0
"AL069","01069","alabama","houston",2021,0,106355,0
"AL069","01069","alabama","houston",2022,0,107040,0
"AL069","01069","alabama","houston",2023,0,107628,0
"AL071","01071",NA,NA,2005,0,NA,NA
"AL071","01071",NA,NA,2006,0,NA,NA
"AL071","01071",NA,NA,2007,0,NA,NA
"AL071","01071",NA,NA,2008,0,NA,NA
"AL071","01071",NA,NA,2009,0,NA,NA
"AL071","01071","alabama","jackson",2010,0,53386,0
"AL071","01071","alabama","jackson",2011,0,53357,0
"AL071","01071","alabama","jackson",2012,11,53279,20.6460331462678
"AL071","01071","alabama","jackson",2013,0,53171,0
"AL071","01071","alabama","jackson",2014,0,53012,0
"AL071","01071","alabama","jackson",2015,0,52860,0
"AL071","01071","alabama","jackson",2016,0,52608,0
"AL071","01071","alabama","jackson",2017,0,52326,0
"AL071","01071","alabama","jackson",2018,0,52094,0
"AL071","01071","alabama","jackson",2019,0,51852,0
"AL071","01071","alabama","jackson",2020,0,51765,0
"AL071","01071","alabama","jackson",2021,0,52548,0
"AL071","01071","alabama","jackson",2022,0,52618,0
"AL071","01071","alabama","jackson",2023,0,52839,0
"AL073","01073","alabama","jefferson",2005,40,641690,6.23353955960043
"AL073","01073","alabama","jefferson",2006,51,656700,7.76610324349018
"AL073","01073","alabama","jefferson",2007,63,658779,9.56314636623207
"AL073","01073","alabama","jefferson",2008,57,659503,8.64287198087044
"AL073","01073","alabama","jefferson",2009,78,665027,11.7288470994411
"AL073","01073","alabama","jefferson",2010,53,656912,8.06805173295662
"AL073","01073","alabama","jefferson",2011,71,657486,10.7987090219412
"AL073","01073","alabama","jefferson",2012,64,658464,9.71958983330904
"AL073","01073","alabama","jefferson",2013,82,658552,12.4515603931049
"AL073","01073","alabama","jefferson",2014,165,658834,25.0442448325375
"AL073","01073","alabama","jefferson",2015,152,659026,23.0643404053861
"AL073","01073","alabama","jefferson",2016,182,659096,27.613579812349
"AL073","01073","alabama","jefferson",2017,200,659460,30.3278439935705
"AL073","01073","alabama","jefferson",2018,173,659892,26.2164111703127
"AL073","01073","alabama","jefferson",2019,182,659680,27.5891341256367
"AL073","01073","alabama","jefferson",2020,262,658615,39.7804483651299
"AL073","01073","alabama","jefferson",2021,345,672550,51.2973013158873
"AL073","01073","alabama","jefferson",2022,368,672265,54.7403181780994
"AL073","01073","alabama","jefferson",2023,405,669744,60.4708664803268
"AL075","01075",NA,NA,2005,0,NA,NA
"AL075","01075",NA,NA,2006,0,NA,NA
"AL075","01075",NA,NA,2007,0,NA,NA
"AL075","01075",NA,NA,2008,0,NA,NA
"AL075","01075",NA,NA,2009,0,NA,NA
"AL075","01075","alabama","lamar",2010,0,14743,0
"AL075","01075","alabama","lamar",2011,0,14644,0
"AL075","01075","alabama","lamar",2012,0,14513,0
"AL075","01075","alabama","lamar",2013,0,14396,0
"AL075","01075","alabama","lamar",2014,0,14268,0
"AL075","01075","alabama","lamar",2015,0,14133,0
"AL075","01075","alabama","lamar",2016,0,14066,0
"AL075","01075","alabama","lamar",2017,0,14021,0
"AL075","01075","alabama","lamar",2018,0,13933,0
"AL075","01075","alabama","lamar",2019,0,13885,0
"AL075","01075","alabama","lamar",2020,0,13854,0
"AL075","01075","alabama","lamar",2021,0,13929,0
"AL075","01075","alabama","lamar",2022,0,13885,0
"AL075","01075","alabama","lamar",2023,0,13809,0
"AL077","01077","alabama","lauderdale",2005,0,85898,0
"AL077","01077","alabama","lauderdale",2006,0,87891,0
"AL077","01077","alabama","lauderdale",2007,13,88561,14.6791477061009
"AL077","01077","alabama","lauderdale",2008,15,89128,16.829728031595
"AL077","01077","alabama","lauderdale",2009,0,89599,0
"AL077","01077","alabama","lauderdale",2010,0,91762,0
"AL077","01077","alabama","lauderdale",2011,11,92269,11.9216638307557
"AL077","01077","alabama","lauderdale",2012,0,92528,0
"AL077","01077","alabama","lauderdale",2013,0,92666,0
"AL077","01077","alabama","lauderdale",2014,0,92780,0
"AL077","01077","alabama","lauderdale",2015,0,92737,0
"AL077","01077","alabama","lauderdale",2016,0,92641,0
"AL077","01077","alabama","lauderdale",2017,0,92590,0
"AL077","01077","alabama","lauderdale",2018,10,92585,10.8008856726252
"AL077","01077","alabama","lauderdale",2019,0,92556,0
"AL077","01077","alabama","lauderdale",2020,0,92870,0
"AL077","01077","alabama","lauderdale",2021,0,93342,0
"AL077","01077","alabama","lauderdale",2022,24,94329,25.442864866584
"AL077","01077","alabama","lauderdale",2023,13,95037,13.6788829613729
"AL079","01079",NA,NA,2005,0,NA,NA
"AL079","01079",NA,NA,2006,0,NA,NA
"AL079","01079",NA,NA,2007,0,NA,NA
"AL079","01079",NA,NA,2008,0,NA,NA
"AL079","01079",NA,NA,2009,0,NA,NA
"AL079","01079","alabama","lawrence",2010,0,34235,0
"AL079","01079","alabama","lawrence",2011,0,34250,0
"AL079","01079","alabama","lawrence",2012,0,34148,0
"AL079","01079","alabama","lawrence",2013,0,34009,0
"AL079","01079","alabama","lawrence",2014,0,33835,0
"AL079","01079","alabama","lawrence",2015,0,33586,0
"AL079","01079","alabama","lawrence",2016,0,33433,0
"AL079","01079","alabama","lawrence",2017,0,33288,0
"AL079","01079","alabama","lawrence",2018,0,33171,0
"AL079","01079","alabama","lawrence",2019,0,33058,0
"AL079","01079","alabama","lawrence",2020,0,32969,0
"AL079","01079","alabama","lawrence",2021,0,33089,0
"AL079","01079","alabama","lawrence",2022,0,33116,0
"AL079","01079","alabama","lawrence",2023,0,33182,0
"AL081","01081","alabama","lee",2005,0,118664,0
"AL081","01081","alabama","lee",2006,0,125781,0
"AL081","01081","alabama","lee",2007,0,130516,0
"AL081","01081","alabama","lee",2008,0,133010,0
"AL081","01081","alabama","lee",2009,0,135883,0
"AL081","01081","alabama","lee",2010,0,135010,0
"AL081","01081","alabama","lee",2011,0,137855,0
"AL081","01081","alabama","lee",2012,0,140938,0
"AL081","01081","alabama","lee",2013,0,144405,0
"AL081","01081","alabama","lee",2014,0,147790,0
"AL081","01081","alabama","lee",2015,10,150982,6.62330608946762
"AL081","01081","alabama","lee",2016,0,153947,0
"AL081","01081","alabama","lee",2017,10,156597,6.38581837455379
"AL081","01081","alabama","lee",2018,0,159287,0
"AL081","01081","alabama","lee",2019,0,161152,0
"AL081","01081","alabama","lee",2020,0,163461,0
"AL081","01081","alabama","lee",2021,0,172223,0
"AL081","01081","alabama","lee",2022,0,175126,0
"AL081","01081","alabama","lee",2023,25,177663,14.0715849670443
"AL083","01083","alabama","limestone",2005,0,67771,0
"AL083","01083","alabama","limestone",2006,0,72446,0
"AL083","01083","alabama","limestone",2007,0,73898,0
"AL083","01083","alabama","limestone",2008,10,76135,13.1345636041243
"AL083","01083","alabama","limestone",2009,0,78572,0
"AL083","01083","alabama","limestone",2010,12,78614,15.2644567125448
"AL083","01083","alabama","limestone",2011,0,80966,0
"AL083","01083","alabama","limestone",2012,0,83313,0
"AL083","01083","alabama","limestone",2013,0,85264,0
"AL083","01083","alabama","limestone",2014,0,87167,0
"AL083","01083","alabama","limestone",2015,0,88805,0
"AL083","01083","alabama","limestone",2016,0,90257,0
"AL083","01083","alabama","limestone",2017,0,91695,0
"AL083","01083","alabama","limestone",2018,0,93052,0
"AL083","01083","alabama","limestone",2019,0,94727,0
"AL083","01083","alabama","limestone",2020,0,96921,0
"AL083","01083","alabama","limestone",2021,0,101217,0
"AL083","01083","alabama","limestone",2022,0,104199,0
"AL083","01083","alabama","limestone",2023,0,107577,0
"AL085","01085",NA,NA,2005,0,NA,NA
"AL085","01085",NA,NA,2006,0,NA,NA
"AL085","01085",NA,NA,2007,0,NA,NA
"AL085","01085",NA,NA,2008,0,NA,NA
"AL085","01085",NA,NA,2009,0,NA,NA
"AL085","01085","alabama","lowndes",2010,0,11731,0
"AL085","01085","alabama","lowndes",2011,0,11538,0
"AL085","01085","alabama","lowndes",2012,0,11304,0
"AL085","01085","alabama","lowndes",2013,0,11086,0
"AL085","01085","alabama","lowndes",2014,0,10918,0
"AL085","01085","alabama","lowndes",2015,0,10742,0
"AL085","01085","alabama","lowndes",2016,0,10565,0
"AL085","01085","alabama","lowndes",2017,0,10362,0
"AL085","01085","alabama","lowndes",2018,0,10236,0
"AL085","01085","alabama","lowndes",2019,0,10079,0
"AL085","01085","alabama","lowndes",2020,0,9936,0
"AL085","01085","alabama","lowndes",2021,0,10334,0
"AL085","01085","alabama","lowndes",2022,0,10153,0
"AL085","01085","alabama","lowndes",2023,0,10008,0
"AL087","01087",NA,NA,2005,0,NA,NA
"AL087","01087",NA,NA,2006,0,NA,NA
"AL087","01087",NA,NA,2007,0,NA,NA
"AL087","01087",NA,NA,2008,0,NA,NA
"AL087","01087",NA,NA,2009,0,NA,NA
"AL087","01087","alabama","macon",2010,0,21699,0
"AL087","01087","alabama","macon",2011,0,21489,0
"AL087","01087","alabama","macon",2012,0,21214,0
"AL087","01087","alabama","macon",2013,0,20803,0
"AL087","01087","alabama","macon",2014,0,20505,0
"AL087","01087","alabama","macon",2015,0,20018,0
"AL087","01087","alabama","macon",2016,0,19684,0
"AL087","01087","alabama","macon",2017,0,19358,0
"AL087","01087","alabama","macon",2018,0,19054,0
"AL087","01087","alabama","macon",2019,0,18708,0
"AL087","01087","alabama","macon",2020,0,18437,0
"AL087","01087","alabama","macon",2021,0,19490,0
"AL087","01087","alabama","macon",2022,0,19198,0
"AL087","01087","alabama","macon",2023,0,18951,0
"AL089","01089","alabama","madison",2005,0,290875,0
"AL089","01089","alabama","madison",2006,0,304307,0
"AL089","01089","alabama","madison",2007,0,312734,0
"AL089","01089","alabama","madison",2008,16,319510,5.00766799161216
"AL089","01089","alabama","madison",2009,24,327744,7.3227885178676
"AL089","01089","alabama","madison",2010,26,323080,8.04754240435805
"AL089","01089","alabama","madison",2011,19,329299,5.76983228008588
"AL089","01089","alabama","madison",2012,20,334661,5.97619680811328
"AL089","01089","alabama","madison",2013,17,339279,5.01062547343042
"AL089","01089","alabama","madison",2014,18,343229,5.2443121064945
"AL089","01089","alabama","madison",2015,29,346438,8.37090619389328
"AL089","01089","alabama","madison",2016,56,349973,16.001234380938
"AL089","01089","alabama","madison",2017,68,353213,19.2518395415797
"AL089","01089","alabama","madison",2018,30,357560,8.39020024611254
"AL089","01089","alabama","madison",2019,71,362276,19.5983173050381
"AL089","01089","alabama","madison",2020,85,367686,23.1175513889569
"AL089","01089","alabama","madison",2021,116,382149,30.3546522429733
"AL089","01089","alabama","madison",2022,95,389781,24.3726605452806
"AL089","01089","alabama","madison",2023,96,397135,24.1731401160814
"AL091","01091",NA,NA,2005,0,NA,NA
"AL091","01091",NA,NA,2006,0,NA,NA
"AL091","01091",NA,NA,2007,0,NA,NA
"AL091","01091",NA,NA,2008,0,NA,NA
"AL091","01091",NA,NA,2009,0,NA,NA
"AL091","01091","alabama","marengo",2010,0,21296,0
"AL091","01091","alabama","marengo",2011,0,21130,0
"AL091","01091","alabama","marengo",2012,0,20909,0
"AL091","01091","alabama","marengo",2013,0,20669,0
"AL091","01091","alabama","marengo",2014,0,20489,0
"AL091","01091","alabama","marengo",2015,0,20306,0
"AL091","01091","alabama","marengo",2016,0,20066,0
"AL091","01091","alabama","marengo",2017,0,19743,0
"AL091","01091","alabama","marengo",2018,0,19538,0
"AL091","01091","alabama","marengo",2019,0,19321,0
"AL091","01091","alabama","marengo",2020,0,19138,0
"AL091","01091","alabama","marengo",2021,0,19397,0
"AL091","01091","alabama","marengo",2022,0,19180,0
"AL091","01091","alabama","marengo",2023,0,19027,0
"AL093","01093",NA,NA,2005,0,NA,NA
"AL093","01093",NA,NA,2006,0,NA,NA
"AL093","01093",NA,NA,2007,0,NA,NA
"AL093","01093",NA,NA,2008,0,NA,NA
"AL093","01093",NA,NA,2009,0,NA,NA
"AL093","01093","alabama","marion",2010,0,30792,0
"AL093","01093","alabama","marion",2011,0,30771,0
"AL093","01093","alabama","marion",2012,0,30641,0
"AL093","01093","alabama","marion",2013,0,30615,0
"AL093","01093","alabama","marion",2014,0,30527,0
"AL093","01093","alabama","marion",2015,0,30387,0
