"FIPS","State","County","Year","population"
"KS207","kansas","woodson","2011",3324
"KS209","kansas","wyandotte","2011",156362
"KY001","kentucky","adair","2011",18613
"KY003","kentucky","allen","2011",19866
"KY005","kentucky","anderson","2011",21308
"KY007","kentucky","ballard","2011",8235
"KY009","kentucky","barren","2011",41961
"KY011","kentucky","bath","2011",11605
"KY013","kentucky","bell","2011",28744
"KY015","kentucky","boone","2011",117216
"KY017","kentucky","bourbon","2011",19987
"KY019","kentucky","boyd","2011",49368
"KY021","kentucky","boyle","2011",28345
"KY023","kentucky","bracken","2011",8486
"KY025","kentucky","breathitt","2011",14062
"KY027","kentucky","breckinridge","2011",20029
"KY029","kentucky","bullitt","2011",73529
"KY031","kentucky","butler","2011",12746
"KY033","kentucky","caldwell","2011",12962
"KY035","kentucky","calloway","2011",36999
"KY037","kentucky","campbell","2011",89598
"KY039","kentucky","carlisle","2011",5094
"KY041","kentucky","carroll","2011",10801
"KY043","kentucky","carter","2011",27760
"KY045","kentucky","casey","2011",15939
"KY047","kentucky","christian","2011",73266
"KY049","kentucky","clark","2011",35446
"KY051","kentucky","clay","2011",22001
"KY053","kentucky","clinton","2011",10215
"KY055","kentucky","crittenden","2011",9331
"KY057","kentucky","cumberland","2011",6884
"KY059","kentucky","daviess","2011",96062
"KY061","kentucky","edmonson","2011",12110
"KY063","kentucky","elliott","2011",7594
"KY065","kentucky","estill","2011",14711
"KY067","kentucky","fayette","2011",292370
"KY069","kentucky","fleming","2011",14376
"KY071","kentucky","floyd","2011",39701
"KY073","kentucky","franklin","2011",49205
"KY075","kentucky","fulton","2011",6836
"KY077","kentucky","gallatin","2011",8503
"KY079","kentucky","garrard","2011",16902
"KY081","kentucky","grant","2011",24720
"KY083","kentucky","graves","2011",37088
"KY085","kentucky","grayson","2011",25677
"KY087","kentucky","green","2011",11334
"KY089","kentucky","greenup","2011",36974
"KY091","kentucky","hancock","2011",8559
"KY093","kentucky","hardin","2011",102873
"KY095","kentucky","harlan","2011",29479
"KY097","kentucky","harrison","2011",18823
"KY099","kentucky","hart","2011",18228
"KY101","kentucky","henderson","2011",46095
"KY103","kentucky","henry","2011",15472
"KY105","kentucky","hickman","2011",4905
"KY107","kentucky","hopkins","2011",46921
"KY109","kentucky","jackson","2011",13537
"KY111","kentucky","jefferson","2011",735804
"KY113","kentucky","jessamine","2011",47880
"KY115","kentucky","johnson","2011",23327
"KY117","kentucky","kenton","2011",159008
"KY119","kentucky","knott","2011",16483
"KY121","kentucky","knox","2011",31820
"KY123","kentucky","larue","2011",14162
"KY125","kentucky","laurel","2011",58590
"KY127","kentucky","lawrence","2011",15899
"KY129","kentucky","lee","2011",7858
"KY131","kentucky","leslie","2011",11388
"KY133","kentucky","letcher","2011",24449
"KY135","kentucky","lewis","2011",13946
"KY137","kentucky","lincoln","2011",24758
"KY139","kentucky","livingston","2011",9503
"KY141","kentucky","logan","2011",26841
"KY143","kentucky","lyon","2011",8347
"KY145","kentucky","mccracken","2011",65451
"KY147","kentucky","mccreary","2011",18201
"KY149","kentucky","mclean","2011",9604
"KY151","kentucky","madison","2011",82363
"KY153","kentucky","magoffin","2011",13286
"KY155","kentucky","marion","2011",19735
"KY157","kentucky","marshall","2011",31409
"KY159","kentucky","martin","2011",13014
"KY161","kentucky","mason","2011",17468
"KY163","kentucky","meade","2011",28944
"KY165","kentucky","menifee","2011",6378
"KY167","kentucky","mercer","2011",21289
"KY169","kentucky","metcalfe","2011",10124
"KY171","kentucky","monroe","2011",11009
"KY173","kentucky","montgomery","2011",26242
"KY175","kentucky","morgan","2011",14012
"KY177","kentucky","muhlenberg","2011",31473
"KY179","kentucky","nelson","2011",43026
"KY181","kentucky","nicholas","2011",7120
"KY183","kentucky","ohio","2011",23932
"KY185","kentucky","oldham","2011",59639
"KY187","kentucky","owen","2011",10923
"KY189","kentucky","owsley","2011",4759
"KY191","kentucky","pendleton","2011",14840
"KY193","kentucky","perry","2011",28722
"KY195","kentucky","pike","2011",65174
"KY197","kentucky","powell","2011",12730
"KY199","kentucky","pulaski","2011",62654
"KY201","kentucky","robertson","2011",2261
"KY203","kentucky","rockcastle","2011",17098
"KY205","kentucky","rowan","2011",23258
"KY207","kentucky","russell","2011",17521
"KY209","kentucky","scott","2011",46113
"KY211","kentucky","shelby","2011",41671
"KY213","kentucky","simpson","2011",17269
"KY215","kentucky","spencer","2011",16934
"KY217","kentucky","taylor","2011",24400
"KY219","kentucky","todd","2011",12381
"KY221","kentucky","trigg","2011",14224
"KY223","kentucky","trimble","2011",8845
"KY225","kentucky","union","2011",15045
"KY227","kentucky","warren","2011",111843
"KY229","kentucky","washington","2011",11671
"KY231","kentucky","wayne","2011",20807
"KY233","kentucky","webster","2011",13697
"KY235","kentucky","whitley","2011",35951
"KY237","kentucky","wolfe","2011",7333
"KY239","kentucky","woodford","2011",24683
"LA001","louisiana","acadia","2011",61430
"LA003","louisiana","allen","2011",25830
"LA005","louisiana","ascension","2011",105208
"LA007","louisiana","assumption","2011",23421
"LA009","louisiana","avoyelles","2011",41977
"LA011","louisiana","beauregard","2011",35328
"LA013","louisiana","bienville","2011",14464
"LA015","louisiana","bossier","2011",115667
"LA017","louisiana","caddo","2011",253924
"LA019","louisiana","calcasieu","2011",190891
"LA021","louisiana","caldwell","2011",10158
"LA023","louisiana","cameron","2011",7083
"LA025","louisiana","catahoula","2011",10448
"LA027","louisiana","claiborne","2011",17123
"LA029","louisiana","concordia","2011",20617
"LA031","louisiana","de soto","2011",26592
"LA033","louisiana","east baton rouge","2011",437401
"LA035","louisiana","east carroll","2011",7854
"LA037","louisiana","east feliciana","2011",20330
"LA039","louisiana","evangeline","2011",34233
"LA041","louisiana","franklin","2011",20752
"LA043","louisiana","grant","2011",21892
"LA045","louisiana","iberia","2011",73407
"LA047","louisiana","iberville","2011",33455
"LA049","louisiana","jackson","2011",16151
"LA051","louisiana","jefferson","2011",432310
"LA053","louisiana","jefferson davis","2011",31545
"LA055","louisiana","lafayette","2011",218586
"LA057","louisiana","lafourche","2011",95895
"LA059","louisiana","la salle","2011",14777
"LA061","louisiana","lincoln","2011",46198
"LA063","louisiana","livingston","2011",125732
"LA065","louisiana","madison","2011",12181
"LA067","louisiana","morehouse","2011",28097
"LA069","louisiana","natchitoches","2011",39364
"LA071","louisiana","orleans","2011",321409
"LA073","louisiana","ouachita","2011",152970
"LA075","louisiana","plaquemines","2011",22976
"LA077","louisiana","pointe coupee","2011",22830
"LA079","louisiana","rapides","2011",131254
"LA081","louisiana","red river","2011",9098
"LA083","louisiana","richland","2011",20748
"LA085","louisiana","sabine","2011",24236
"LA087","louisiana","st bernard","2011",32347
"LA089","louisiana","st charles","2011",52662
"LA091","louisiana","st helena","2011",11097
"LA093","louisiana","st james","2011",22064
"LA095","louisiana","st john the baptist","2011",46310
"LA097","louisiana","st landry","2011",84003
"LA099","louisiana","st martin","2011",52105
"LA101","louisiana","st mary","2011",54360
"LA103","louisiana","st tammany","2011",231629
"LA105","louisiana","tangipahoa","2011",119891
"LA107","louisiana","tensas","2011",5299
"LA109","louisiana","terrebonne","2011",111518
"LA111","louisiana","union","2011",22715
"LA113","louisiana","vermilion","2011",57660
"LA115","louisiana","vernon","2011",50706
"LA117","louisiana","washington","2011",46969
"LA119","louisiana","webster","2011",41235
"LA121","louisiana","west baton rouge","2011",23570
"LA123","louisiana","west carroll","2011",11635
"LA125","louisiana","west feliciana","2011",15631
"LA127","louisiana","winn","2011",15348
"ME001","maine","androscoggin","2011",107785
"ME003","maine","aroostook","2011",72143
"ME005","maine","cumberland","2011",281044
"ME007","maine","franklin","2011",30697
"ME009","maine","hancock","2011",54422
"ME011","maine","kennebec","2011",122008
"ME013","maine","knox","2011",39972
"ME015","maine","lincoln","2011",34579
"ME017","maine","oxford","2011",57892
"ME019","maine","penobscot","2011",153400
"ME021","maine","piscataquis","2011",17518
"ME023","maine","sagadahoc","2011",35546
"ME025","maine","somerset","2011",52228
"ME027","maine","waldo","2011",38737
"ME029","maine","washington","2011",33015
"ME031","maine","york","2011",197557
"MD001","maryland","allegany","2011",74788
"MD003","maryland","anne arundel","2011",532369
"MD005","maryland","baltimore","2011",802487
"MD009","maryland","calvert","2011",88329
"MD011","maryland","caroline","2011",32955
"MD013","maryland","carroll","2011",167277
"MD015","maryland","cecil","2011",100716
"MD017","maryland","charles","2011",145508
"MD019","maryland","dorchester","2011",32480
"MD021","maryland","frederick","2011",231725
"MD023","maryland","garrett","2011",30128
"MD025","maryland","harford","2011",243955
"MD027","maryland","howard","2011",283655
"MD029","maryland","kent","2011",20098
"MD031","maryland","montgomery","2011",959738
"MD033","maryland","prince georges","2011",858539
"MD035","maryland","queen annes","2011",47468
"MD037","maryland","st marys","2011",103805
"MD039","maryland","somerset","2011",26453
"MD041","maryland","talbot","2011",37575
"MD043","maryland","washington","2011",147118
"MD045","maryland","wicomico","2011",97862
"MD047","maryland","worcester","2011",51307
"MD510","maryland","baltimore","2011",620210
"MA001","massachusetts","barnstable","2011",216639
"MA003","massachusetts","berkshire","2011",131221
"MA005","massachusetts","bristol","2011",547305
"MA007","massachusetts","dukes","2011",16353
"MA009","massachusetts","essex","2011",739505
"MA011","massachusetts","franklin","2011",71495
"MA013","massachusetts","hampden","2011",462752
"MA015","massachusetts","hampshire","2011",157630
"MA017","massachusetts","middlesex","2011",1491762
"MA019","massachusetts","nantucket","2011",10135
"MA021","massachusetts","norfolk","2011",666426
"MA023","massachusetts","plymouth","2011",492934
"MA025","massachusetts","suffolk","2011",713089
"MA027","massachusetts","worcester","2011",794981
"MI001","michigan","alcona","2011",11102
"MI003","michigan","alger","2011",9571
"MI005","michigan","allegan","2011",111405
"MI007","michigan","alpena","2011",29797
"MI009","michigan","antrim","2011",23787
"MI011","michigan","arenac","2011",16226
"MI013","michigan","baraga","2011",8854
"MI015","michigan","barry","2011",59422
"MI017","michigan","bay","2011",107838
"MI019","michigan","benzie","2011",17625
"MI021","michigan","berrien","2011",157109
"MI023","michigan","branch","2011",45765
"MI025","michigan","calhoun","2011",136554
"MI027","michigan","cass","2011",52373
"MI029","michigan","charlevoix","2011",26149
"MI031","michigan","cheboygan","2011",26432
"MI033","michigan","chippewa","2011",39029
"MI035","michigan","clare","2011",31058
"MI037","michigan","clinton","2011",74752
"MI039","michigan","crawford","2011",14210
"MI041","michigan","delta","2011",37248
"MI043","michigan","dickinson","2011",26436
"MI045","michigan","eaton","2011",107948
"MI047","michigan","emmet","2011",32794
"MI049","michigan","genesee","2011",429272
"MI051","michigan","gladwin","2011",25906
"MI053","michigan","gogebic","2011",16422
"MI055","michigan","grand traverse","2011",86787
"MI057","michigan","gratiot","2011",42495
"MI059","michigan","hillsdale","2011",46832
"MI061","michigan","houghton","2011",36366
"MI063","michigan","huron","2011",33305
"MI065","michigan","ingham","2011",281257
"MI067","michigan","ionia","2011",64418
"MI069","michigan","iosco","2011",26161
"MI071","michigan","iron","2011",11965
"MI073","michigan","isabella","2011",69861
"MI075","michigan","jackson","2011",160834
"MI077","michigan","kalamazoo","2011",248810
"MI079","michigan","kalkaska","2011",17321
"MI081","michigan","kent","2011",602046
"MI083","michigan","keweenaw","2011",2139
"MI085","michigan","lake","2011",11594
"MI087","michigan","lapeer","2011",89218
"MI089","michigan","leelanau","2011",21685
"MI091","michigan","lenawee","2011",100456
"MI093","michigan","livingston","2011",181362
"MI095","michigan","luce","2011",6657
"MI097","michigan","mackinac","2011",11198
"MI099","michigan","macomb","2011",839217
"MI101","michigan","manistee","2011",24853
"MI103","michigan","marquette","2011",66859
"MI105","michigan","mason","2011",28682
"MI107","michigan","mecosta","2011",42817
"MI109","michigan","menominee","2011",24138
"MI111","michigan","midland","2011",83708
"MI113","michigan","missaukee","2011",14937
"MI115","michigan","monroe","2011",152410
"MI117","michigan","montcalm","2011",63431
"MI119","michigan","montmorency","2011",9827
"MI121","michigan","muskegon","2011",172745
"MI123","michigan","newaygo","2011",48778
"MI125","michigan","oakland","2011",1202625
"MI127","michigan","oceana","2011",26839
"MI129","michigan","ogemaw","2011",21781
"MI131","michigan","ontonagon","2011",6848
"MI133","michigan","osceola","2011",23612
"MI135","michigan","oscoda","2011",8791
"MI137","michigan","otsego","2011",24305
"MI139","michigan","ottawa","2011",263037
"MI141","michigan","presque isle","2011",13528
"MI143","michigan","roscommon","2011",24710
"MI145","michigan","saginaw","2011",200998
"MI147","michigan","st clair","2011",164374
"MI149","michigan","st joseph","2011",61630
"MI151","michigan","sanilac","2011",43554
"MI153","michigan","schoolcraft","2011",8552
"MI155","michigan","shiawassee","2011",71016
"MI157","michigan","tuscola","2011",56134
"MI159","michigan","van buren","2011",76410
"MI161","michigan","washtenaw","2011",344727
"MI163","michigan","wayne","2011",1844186
"MI165","michigan","wexford","2011",32711
"MN001","minnesota","aitkin","2011",16303
"MN003","minnesota","anoka","2011",329487
"MN005","minnesota","becker","2011",32422
"MN007","minnesota","beltrami","2011",44233
"MN009","minnesota","benton","2011",38357
"MN011","minnesota","big stone","2011",5297
"MN013","minnesota","blue earth","2011",63370
"MN015","minnesota","brown","2011",25926
"MN017","minnesota","carlton","2011",35141
